"","id","name","description","menus_appeared","times_appeared","first_appeared","last_appeared","lowest_price","highest_price"
"20023",25308,"St. Croix Rum, (2nd Can'd Very Old)",NA,2,2,1900,1900,0,0
"20026",25312,"Jamaica Rum, Royalty London Dock",NA,5,5,1900,1900,1.5,1.5
"20035",25323,"Beef pot roast with macaroni",NA,4,4,1900,1900,0,0
"20043",25333,"Doucette",NA,4,4,1897,1917,0.4,0.45
"20062",25353,"Larded Tenderloin of Beef, a la Lincoln",NA,3,3,1900,1900,0.5,0.9
"20069",25361,"Assmannshaeuer",NA,1,1,1900,1900,2,2
"20071",25364,"G. H. Mumm's",NA,10,11,1899,1943,1.75,16
"20072",25366,"Cream of Lettuce, aux Crouton Souffle",NA,2,2,1900,1900,0.2,0.3
"20073",25367,"Yvorne, 90er, White",NA,4,4,1900,1900,0.75,1.5
"20075",25369,"Crosex Grille",NA,4,4,1900,1900,0.75,1.5
"20077",25371,"Sparkling Hock",NA,51,51,1851,1935,0,300
"20079",25373,"Hallauer, 90er, Red",NA,4,4,1900,1900,0.75,1.5
"20080",25374,"Johannisberger, 90er, White",NA,4,4,1900,1900,0,0
"20081",25375,"Pale Dry Sherry",NA,34,34,1883,1913,0,3
"20082",25376,"Golden Sherry",NA,34,35,1866,1913,0,3
"20083",25377,"Absinthe, green or white",NA,3,3,1900,1901,0.15,0.2
"20084",25378,"Nuts, Dates and Raisins",NA,3,3,1900,1900,0.35,0.35
"20086",25380,"Superior Rhine Wine",NA,5,5,1900,1900,0,0
"20089",25383,"Prunelle Brandy",NA,58,59,1900,1928,0.15,0.35
"20090",25384,"Liebfraumilch Auslese",NA,12,12,1900,1907,1.25,3
"20094",25389,"Curacao (triple)",NA,4,4,1900,1900,0.25,0.25
"20095",25391,"St. Julien, Cruse & Fils Freres",NA,26,26,1892,1901,0.5,12
"20097",25393,"Table Claret, our own bottling",NA,2,2,1900,1900,0,0
"20098",25394,"Mousse of Smelts, Royale",NA,1,1,1900,1900,0.35,0.6
"20100",25396,"Cream of Vegetables, St. Germain",NA,2,2,1900,1900,0,0
"20102",25398,"CONSOMME DUMAS",NA,2,2,1900,1900,0.25,0.6
"20103",25399,"Evans Stout",NA,4,4,1900,1900,0.25,0.25
"20104",25400,"Scallops a la Brestoise",NA,2,2,1900,1917,0.35,0.8
"20105",25401,"Evans & Son's Pale Ale",NA,5,5,1900,1900,0.25,0.25
"20106",25402,"TOMATO WITH VERMICELLI",NA,2,2,1900,1900,0,0
"20107",25404,"BROILED SEA BASS, MAITRE D'HOTEL",NA,16,16,1900,1946,0.35,1
"20108",25405,"Pure Golden Risset Cider",NA,1,1,1900,1900,0,0
"20109",25406,"FRIED WHITEFISH, SAUCE CHANTILLY",NA,2,2,1900,1900,0.35,0.6
"20110",25408,"Chateau d'Arsac Salzet",NA,6,6,1900,1901,0.75,2
"20111",25412,"Chianti, Italian",NA,13,13,1900,1914,0.5,125
"20112",25413,"Porterhouse Steak Bearnaise",NA,3,3,1900,1906,0,0
"20113",25414,"SHOULDER OF LAMB, BRETONNE",NA,1,1,1900,1900,0,0
"20115",25420,"VERMICELLI AU GRATIN",NA,4,4,1900,1900,0,0
"20116",25421,"Consomme, Nationale",NA,2,2,1900,1900,0.2,0.3
"20117",25422,"Lobster, Duchesse, in Chafing Dish",NA,1,1,1900,1900,0.6,1
"20118",25423,"Fidelio N. Y., Koehler's",NA,3,3,1900,1900,0.1,0.1
"20119",25424,"Liebmann's Rheingold",NA,4,4,1900,1900,0,0
"20120",25425,"Pot Roast with Green Peas",NA,2,2,1900,1900,0.35,0.6
"20121",25426,"Piel Bros.' Beer",NA,3,3,1900,1900,0.15,0.15
"20122",25428,"Imported Kaiser",NA,6,6,1900,1900,0.25,0.25
"20123",25429,"Mignon of Beef, Carnot",NA,2,2,1900,1900,0.8,1.4
"20124",25430,"Clauss' Carbonated Lithia Seltzer",NA,4,4,1900,1900,0,0
"20125",25431,"Breast of Chicken a la diable",NA,1,1,1900,1900,0.7,1.2
"20126",25432,"Aix la Chapelle Kaiser Water",NA,3,3,1900,1900,0.2,0.4
"20127",25433,"sweetbreads a la Newburg",NA,6,6,1900,1905,0.8,1.4
"20128",25434,"Red-Head Duck, bordelaise",NA,1,1,1900,1900,0.8,1.4
"20129",25435,"Freash Mushrooms Broiled",NA,1,1,1900,1900,0,0
"20130",25436,"Puree of Tomatoes with rice",NA,30,30,1898,1933,0.25,0.4
"20131",25438,"Syphon Seltzer",NA,8,8,1900,1941,0.15,0.4
"20132",25439,"Duck River Oysters on half shell",NA,2,2,1900,1900,0.2,0.2
"20133",25440,"Lythia Sprudel Carbod",NA,3,3,1900,1900,0,0
"20134",25441,"Crystal Rock Water",NA,4,4,1900,1900,0.35,0.35
"20136",25444,"Rack of Lamb braise a la Jardiniere",NA,1,1,1900,1900,0.9,0.9
"20137",25445,"Berncasteler Doctor",NA,27,30,1893,1969,0,14
"20139",25448,"Filet Mignon a la Cheron",NA,5,5,1900,1917,0.65,1.9
"20140",25449,"Sherry or Port, per glass",NA,4,4,1900,1900,0.15,0.15
"20141",25450,"Brandies, per glass",NA,5,5,1900,1900,0.25,0.25
"20142",25451,"Brandies, per pony",NA,5,5,1900,1900,0.15,0.15
"20143",25452,"Chicken Fricassee, Home style",NA,1,1,1900,1900,0,0
"20145",25454,"Whisky, Gin Etc., drink",NA,3,3,1900,1900,0.15,0.15
"20146",25455,"Consomme with poached egg",NA,15,15,1899,1917,0.2,0.4
"20147",25456,"Cordials, per glass ",NA,5,5,1900,1900,0,0
"20149",25458,"Bitters, per glass",NA,5,5,1900,1900,0.15,0.15
"20150",25459,"Frogs' Legs sautes aux fine herbes",NA,1,1,1900,1900,0.9,0.9
"20151",25460,"Claret, Rhine or Moselle wine, Schoppen",NA,2,2,1900,1900,0,0
"20152",25463,"Claret, Rhine, or Moselle Wine, Half Schoppen",NA,1,1,1900,1900,0,0
"20153",25464,"PUNCH AU RHUM",NA,5,5,1892,1906,0.25,0.3
"20154",25465,"Wine and Seltzers, Schoppen",NA,3,3,1900,1900,0.2,0.2
"20155",25466,"Wine and Seltzers, Half Schoppen",NA,3,3,1900,1900,0.15,0.15
"20156",25469,"Wine Cup, Pint, In Addition to List Price",NA,1,1,1900,1900,0,0
"20157",25470,"Wine Cup, Quart, In Addition to List Price",NA,1,1,1900,1900,0.75,0.75
"20158",25471,"Chateau Larose, J. Calvet & Co.",NA,2,2,1900,1900,1.25,2.5
"20159",25473,"Baked Fresh Mackeral, Fisherman style",NA,3,3,1900,1900,0.3,0.5
"20160",25476,"Broiled Shad Parsley Butter",NA,2,2,1900,1900,0,0
"20161",25477,"Boiled Weakfish, Religeuse",NA,3,3,1900,1900,0.3,0.5
"20162",25478,"Broiled Fresh Mackerel Maitre de Hotel",NA,2,2,1900,1900,0.4,0.4
"20165",25482,"Lobster:--Plain",NA,1,1,1900,1900,0.3,0.5
"20169",25486,"Mountain Oysters, ala Villeroi",NA,1,1,1900,1900,0.4,0.6
"20172",25489,"Souffle au Citron",NA,6,6,1895,1906,0,0.5
"20173",25490,"[Lobster:--]Broiled Live",NA,1,1,1900,1900,0.6,0.6
"20177",25495,"[Lobster:--]Croquettes",NA,1,1,1900,1900,0.4,0.6
"20179",25497,"Omelette a la Celestine",NA,2,2,1889,1900,0.5,0.6
"20180",25501,"Wiesbaden Strawberries",NA,6,6,1,1913,0.25,0.35
"20181",25503,"Penobscot Salmon",NA,14,14,1887,1912,0.4,0.6
"20183",25505,"Fricandeau of Veal with Creamed Spinach",NA,3,3,1900,1900,0,0
"20184",25507,"Sea Bass au gratin",NA,3,3,1900,1901,0.6,0.7
"20185",25508,"Timbalettes of Chicken au Supreme",NA,3,3,1900,1900,0.4,0.6
"20186",25509,"brace",NA,4,4,1900,1914,0.45,0.7
"20187",25510,"Pork Chops breaded, puree tomato",NA,2,2,1900,1900,0,0
"20188",25512,"Fried spring chicken, half     whole",NA,1,1,1900,1900,0.6,1
"20189",25513,"Lamb Pot Pie, Ferniere",NA,3,3,1900,1900,0.4,0.6
"20190",25514,"RELEVE Ox Tongue, a la Romaine",NA,1,1,1900,1900,0.3,0.5
"20191",25516,"Lamb chops, one",NA,2,2,1900,1900,0.25,0.25
"20193",25519,"Capon stuffed, Giblet sauce",NA,4,4,1900,1900,0,0
"20195",25526,"boiled tonge",NA,1,1,1900,1900,0.4,0.4
"20201",25532,"Munchener, Imported",NA,5,5,1900,1900,0.3,0.3
"20202",25533,"Lamb chops, each",NA,10,10,1892,1941,0.2,0.6
"20204",25535,"Dublin Porter",NA,13,13,1880,1900,0.25,0.35
"20205",25536,"Stuffed Tomatoes, Carolina",NA,4,4,1900,1901,0.3,0.5
"20207",25538,"Milwaukee Beer, Schlitz",NA,5,5,1900,1900,0.15,0.15
"20208",25539,"Kidney Saute with Mushrooms",NA,24,24,1892,1937,0,0.8
"20209",25540,"Consomme Royale",NA,75,78,1887,1981,0.15,0.7
"20214",25548,"Baked Blue Fish Wine Sauce",NA,3,3,1900,1900,0.4,0.4
"20217",25553,"Ballantine & Co's Pale Ale",NA,5,5,1900,1900,0,0
"20219",25555,"Broiled Pork Tenderloin Sauce Robert",NA,1,1,1900,1900,0.4,0.4
"20221",25557,"Ginger Ale, Belfast",NA,5,5,1900,1900,0,0
"20225",25561,"Chicken Livers Saute with Mushrooms",NA,7,7,1900,1948,0.4,1.75
"20226",25562,"Sarsaparilla, Ginger Ale and Lemon Soda",NA,3,3,1900,1900,0.15,0.15
"20234",25570,"Chicken Croquettes Bachamel",NA,1,1,1900,1900,0,0
"20235",25571,"New Hampshire Cider, pints",NA,4,4,1900,1900,0.15,0.25
"20237",25573,"Roast Ham Champagne Sauce",NA,3,3,1881,1900,0.4,0.4
"20240",25577,"New Hampshire Cider, half pints",NA,3,3,1900,1900,0,0
"20249",25587,"Strawberries and Cream    Oranges",NA,1,1,1900,1900,0.15,0.25
"20252",25591,"Bananas and Cream    Bananas",NA,1,1,1900,1900,0.1,0.2
"20254",25593,"Salad: Potato ",NA,16,16,1896,1937,0.1,0.35
"20258",25597,"Tapioca Pudding Claret Sauce",NA,2,2,1900,1900,0,0
"20260",25599,"Smith's Phila Half and Half",NA,2,2,1901,1901,0.2,0.2
"20273",25616,"[Cheese] English",NA,1,1,1900,1900,0.15,0.15
"20277",25620,"[Cheese] American",NA,1,1,1900,1900,0.15,0.15
"20289",25632,"Steamed Date Pudding, Hard and Brandy Sauce",NA,2,2,1900,1900,0.3,0.3
"20291",25634,"Broma, Per Pot",NA,9,9,1882,1906,0.2,0.25
"20304",25652,"Charlotte Siberienne",NA,2,2,1897,1900,0.35,0.35
"20307",25656,"National Punch",NA,3,3,1900,1905,0.25,0.25
"20309",25658,"Oolong tea, per pot",NA,10,10,1882,1906,0.1,1.5
"20310",25659,"Strawberry Parfail",NA,1,1,1900,1900,0.35,0.35
"20321",25675,"Soft Clams a la Union League",NA,1,1,1900,1900,0.6,0.6
"20322",25676,"Soft Clams a la Union League, half",NA,1,1,1900,1900,0,0
"20323",25677,"Sea Bass au gratin, half",NA,1,1,1900,1900,0.35,0.35
"20325",25679,"SCOLLOPS SAUTES A LA POULETTE, half",NA,1,1,1900,1900,0.35,0.35
"20326",25680,"King William V.O.P.",NA,5,5,1901,1914,0.2,2.25
"20327",25681,"Rack of Lamb braise a la Jardiniere, half",NA,1,1,1900,1900,0,0
"20328",25682,"BROILED SALMON A LA MAITRE D'HOTEL, half",NA,1,1,1900,1900,0.35,0.35
"20329",25683,"Broiled Whole Smelts",NA,1,1,1900,1900,0.6,0.6
"20330",25684,"Filet Mignon a la Cheron, half",NA,1,1,1900,1900,0.6,0.6
"20331",25685,"Chicken Fricassee, Home style, half",NA,1,1,1900,1900,0,0
"20332",25686,"Delaware Shad",NA,1,1,1900,1900,0.6,0.6
"20333",25687,"SWEETBREAD SAUTE A LA MARENGO, half",NA,1,1,1900,1900,0,0
"20334",25688,"New Asparagus, Hollandaise sauce",NA,17,17,1900,1944,0,0
"20335",25689,"Frogs' Legs sautes aux fine herbes, half",NA,1,1,1900,1900,0,0
"20336",25690,"Green turtle a l'anglaise, half",NA,1,1,1900,1900,0.4,0.4
"20337",25691,"Puree of Tomatoes with rice, half",NA,1,1,1900,1900,0.25,0.25
"20338",25692,"Chicken Gumbo, strained, half",NA,1,1,1900,1900,0.3,0.3
"20339",25693,"V.O.P. Brandy",NA,4,4,1900,1901,0.1,0.4
"20340",25694,"Queen Olives, half",NA,1,1,1900,1900,0,0
"20341",25695,"French olives, half",NA,2,2,1900,1900,0.1,0.1
"20342",25696,"Stuffed Olives, half",NA,1,1,1900,1900,0.2,0.2
"20343",25697,"French Artichokes a la Vinaigrette, (one)",NA,1,1,1900,1900,0,0
"20344",25698,"French Artichokes a la Vinaigrette, (two)",NA,1,1,1900,1900,0.9,0.9
"20345",25699,"Cepes a la Provencale",NA,3,3,1900,1900,0,0.4
"20346",25700,"Fried Whitebait, half",NA,1,1,1900,1900,0.3,0.3
"20347",25701,"Soft Shell Crabs, half",NA,1,1,1900,1900,0.6,0.6
"20348",25702,"Salted Almonds, half",NA,1,1,1900,1900,0.2,0.2
"20350",25704,"Delaware Shad, half",NA,1,1,1900,1900,0,0
"20351",25705,"Lyon Sausage, half",NA,1,1,1900,1900,0.2,0.2
"20352",25706,"Broiled Whole Smelts, half",NA,1,1,1900,1900,0.35,0.35
"20353",25707,"Bluefish, half",NA,1,1,1900,1900,0.35,0.35
"20354",25708,"Cauliflower half",NA,1,1,1900,1900,0.25,0.25
"20355",25709,"Spinach half ",NA,1,1,1900,1900,0.2,0.2
"20356",25710,"New Asparagus, Hollandaise sauce, half",NA,1,1,1900,1900,0,0
"20357",25711,"Ribs of Prime Beef, half",NA,1,1,1900,1900,0.3,0.3
"20358",25712,"Fried Egg Plant half",NA,1,1,1900,1900,0.2,0.2
"20359",25713,"Stuffed gosling, apple sauce, half",NA,1,1,1900,1900,0.5,0.5
"20360",25714,"Lima Beans half ",NA,1,1,1900,1900,0.2,0.2
"20361",25715,"Stilton, half",NA,1,1,1900,1900,0,0
"20362",25716,"Stewed Beets half",NA,1,1,1900,1900,0.2,0.2
"20363",25717,"NEW STRING BEANS A LA CREME, half",NA,1,1,1900,1900,0.3,0.3
"20364",25718,"Camembert, half",NA,1,1,1900,1900,0.2,0.2
"20365",25719,"Boston Hot-house Cucumber",NA,1,1,1900,1900,0,0
"20366",25720,"Succotash, half",NA,1,1,1900,1900,0.2,0.2
"20367",25721,"Boston Hot-house Cucumber, half",NA,1,1,1900,1900,0.3,0.3
"20368",25722,"Lettuce, half",NA,1,1,1900,1900,0.2,0.2
"20369",25723,"Macaroni au gratin, half",NA,1,1,1900,1900,0.2,0.2
"20370",25724,"Old English Dairy, half",NA,1,1,1900,1900,0,0
"20371",25725,"Roman, half",NA,1,1,1900,1900,0.3,0.3
"20372",25726,"Neufchatel, half",NA,1,1,1900,1900,0.15,0.15
"20373",25727,"Tomato, half",NA,1,1,1900,1900,0.2,0.2
"20374",25728,"Omelette a la Celestine, half",NA,1,1,1900,1900,0.3,0.3
"20375",25729,"Gruyere, half",NA,1,1,1900,1900,0.15,0.15
"20376",25730,"Watercress, half",NA,1,1,1900,1900,0.2,0.2
"20377",25731,"Chicory, half",NA,1,1,1900,1900,0,0
"20378",25732,"Chocolate ice cream, half",NA,1,1,1900,1900,0.25,0.25
"20379",25734,"Canadian Potted",NA,1,1,1900,1900,0.3,0.3
"20380",25735,"Guava Jelly, half",NA,1,1,1900,1900,0.2,0.2
"20381",25736,"Canadian Potted, half",NA,1,1,1900,1900,0,0
"20382",25737,"Cream Puffs, half",NA,1,1,1900,1900,0.2,0.2
"20383",25738,"Lala Rookh (1)",NA,1,1,1900,1900,0.25,0.25
"20384",25739,"Roquefort, half",NA,1,1,1900,1900,0.15,0.15
"20385",25740,"Meringue glacee or panachee",NA,2,2,1900,1900,0,0
"20387",25742,"American, half",NA,1,1,1900,1900,0,0
"20388",25743,"Meringue glacee or panachee, half",NA,1,1,1900,1900,0,0
"20389",25744,"Gorgonzola, half",NA,1,1,1900,1900,0.15,0.15
"20390",25746,"Grape fruit, a l'Union League",NA,1,1,1900,1900,0.6,0.6
"20391",25747,"Vanilla Cream",NA,14,14,1883,1967,0.15,0.4
"20392",25748,"Grape fruit, a l'Union League, half",NA,1,1,1900,1900,0,0
"20397",25761,"Vanilla Cream, half",NA,1,1,1900,1900,0.25,0.25
"20398",25762,"Charlotte Russe, half",NA,1,1,1900,1900,0.25,0.25
"20399",25763,"Charlotte Panachee, half",NA,1,1,1900,1900,0.25,0.25
"20400",25764,"Lemon Ice, half",NA,1,1,1900,1900,0.25,0.25
"20403",25767,"Omelet with oysters",NA,32,33,1900,1947,0.3,6
"20404",25768,"Louis Roederer Carte Blanche",NA,8,8,1897,1928,0,7
"20406",25770,"Louis Roederer Grand Vin",NA,2,2,1900,1900,0,0
"20408",25772,"Louis Roederer Brut, 1893",NA,5,5,1900,1901,2,4
"20410",25774,"Moet & Chandon Brut Imperial",NA,65,66,1893,1983,0,5
"20412",25777,"Chateaubriant, with mushrooms",NA,11,11,1893,1920,1.45,4.25
"20413",25778,"Perrier-Jouet Brut",NA,6,6,1895,1984,2,30
"20416",25783,"Piper Heidsieck, Brut Ex",NA,6,6,1900,1901,2.5,5
"20417",25784,"Bull-Dog Bass's Ale",NA,8,8,1900,1901,0.3,0.3
"20418",25785,"Bull-Dog Stout",NA,9,9,1900,1901,0.3,0.3
"20428",25797,"Poulet roti",NA,17,17,1896,1978,0,2.5
"20433",25807,"Chicken Giblet with Noodles",NA,1,1,1900,1900,0.1,0.1
"20434",25808,"Fried or Boiled Sweet Potatoes",NA,1,1,1900,1900,0.05,0.05
"20435",25810,"New Sweet Cider",NA,6,7,1898,1916,0.05,0.5
"20436",25811,"Bouillon with Eggs",NA,1,1,1900,1900,0,0
"20437",25812,"All Kinds of Pies in Season",NA,2,2,1900,1900,0.05,0.05
"20438",25813,"Horton's Ice Cream Bricks",NA,2,2,1900,1900,0.1,0.1
"20439",25814,"Bone Sirloin Tomato Sauce",NA,1,1,1900,1900,0.4,0.4
"20440",25816,"Corn Starch",NA,10,12,1894,1917,0.05,0.05
"20441",25818,"Vienna Roast with Apple Sauce ",NA,1,1,1900,1900,0,0
"20442",25819,"All Kinds Pastry",NA,2,2,1900,1900,0.05,0.05
"20443",25821,"Baked Breast of Lamb Green Peas",NA,2,2,1900,1900,0.2,0.2
"20444",25822,"Hamburger Steak- Fried Onions",NA,1,1,1900,1900,0.2,0.2
"20445",25823,"English Plum Pudding - Brandy Sc",NA,1,1,1900,1900,0,0
"20446",25825,"Fried Country Sausage, Tomatoes",NA,1,1,1900,1900,0.2,0.2
"20447",25826,"Bone Sirloin with Onions",NA,4,4,1900,1905,0.45,0.6
"20448",25827,"Ham Croquettes- Boiled Cabbage",NA,1,1,1900,1900,0.2,0.2
"20449",25829,"Bone Sirloin with Mushrooms",NA,5,5,1900,1913,0.5,0.65
"20451",25832,"Farina Pudding With Sc",NA,1,1,1900,1900,0.1,0.1
"20452",25833,"Corned Beef with Mashed Turnips",NA,2,2,1900,1900,0.2,0.2
"20453",25834,"Hot Pork and Beans",NA,3,3,1900,1900,0.1,0.15
"20454",25835,"Mutton Chops Green Peas",NA,2,2,1900,1900,0,0
"20455",25836,"Fried Lamb Chops on Toast, Medeira Sc",NA,1,1,1900,1900,0.2,0.2
"20456",25837,"Lamb Chops Tomato Sauce",NA,3,3,1884,1900,0.3,0.7
"20457",25838,"Lamb Chops Green Peas",NA,1,1,1900,1900,0.3,0.3
"20458",25839,"Pork Chops, Breaded",NA,25,25,1900,1938,0.25,25
"20459",25840,"Boiled Salt Mackerel & Cream Sauce",NA,1,1,1900,1900,0,0
"20460",25841,"Glass half Cream and Milk",NA,2,2,1900,1900,0.1,0.1
"20461",25842,"Lamb Knuckle Braise",NA,1,1,1900,1900,0.15,0.15
"20462",25843,"English Mutton Chops Brace",NA,2,2,1900,1907,0.5,0.8
"20464",25845,"Fried Honeycomb Tripe Tomato Sauce",NA,2,2,1900,1900,0.15,0.15
"20465",25846,"Mutton Stew- Peas",NA,1,1,1900,1900,0.15,0.15
"20466",25847,"Farina",NA,17,17,1895,1970,0.05,0.05
"20467",25851,"Omelet Plain",NA,18,18,1900,1968,0,0.35
"20468",25857,"Fried Country Sausage and Buckwheat Cakes to Order",NA,2,2,1900,1900,0,0
"20469",25858,"Hashed Brown'd Potatoes",NA,1,1,1900,1900,0,0
"20470",25860,"Single Porterhouse Steak Tomato Sauce",NA,2,2,1900,1900,0.6,0.6
"20471",25861,"Single Porterhouse Steak (for two)",NA,2,2,1900,1900,0.65,0.65
"20472",25862,"Double porterhouse steak, with mushrooms",NA,4,4,1900,1906,1.25,2.25
"20473",25863,"Pork Tenderloin, plain",NA,2,2,1900,1916,0.25,0.35
"20476",25869,"Pork Tenderloin, Tomato Sauce",NA,3,3,1900,1907,0.3,0.3
"20479",25873,"Omelet ham",NA,6,6,1900,1978,0.25,0.35
"20480",25876,"Omelet Oyster",NA,2,2,1900,1901,0.25,0.4
"20481",25877,"Veal Cutlet, plain or breaded, Tomato Sauce",NA,1,1,1900,1900,0,0
"20483",25880,"Omelet, Mushroom",NA,8,8,1900,1913,0.35,0.5
"20490",25891,"Water Rolls",NA,19,20,1889,1916,0.05,0.05
"20516",25928,"Roast Squab Chicken",NA,21,21,1905,1940,1.25,125
"20534",25954,"Okra",NA,98,105,1892,1933,0,40
"20558",25982,"filet of beef",NA,17,17,1885,1907,0.6,0.75
"20563",25987,"Pommery Sec Champagne",NA,33,33,1889,1919,1.6,14
"20576",26015,"Roast Filet of Beef",NA,8,8,1892,1907,0,0
"20588",26032,"Chartreuse de Perdreau a l'Americaine",NA,1,1,1900,1900,0,0
"20590",26035,"Boiled Capon, Oyster Sauce",NA,3,3,1899,1900,0.25,1
"20591",26036,"Roast Young Pig, Apple Sauce",NA,4,4,1899,1900,0.5,0.5
"20592",26037,"Lamb Chops Florentine",NA,3,3,1900,1951,0.4,28
"20594",26039,"Sweetbreads, larded, Henry IV",NA,1,1,1900,1900,0.5,0.9
"20596",26041,"Filet Mignon Armentier",NA,1,1,1900,1900,0.5,0.9
"20599",26045,"Croquette of Red-Head Duck, St. Hubert",NA,1,1,1900,1900,0.8,1.5
"20616",26064,"Chicken Mayonnaise Salad",NA,6,6,1892,1901,0.35,0.75
"20617",26065,"Consomme Argentine",NA,1,1,1900,1900,0,0
"20640",26088,"boiled salmon, sauce hollandaise",NA,14,14,1882,1938,0,0.75
"20647",26095,"Peaches with rice, conde",NA,3,3,1900,1901,0.3,0.3
"20668",26118,"Macedoine Jelly",NA,13,13,1895,1933,0.2,0.3
"20705",26160,"English Plum Pudding, Brandy Sauce",NA,44,44,1881,1962,0.1,0.4
"20709",26164,"Young Hyson Tea, per pot",NA,5,5,1900,1941,0.1,0.25
"20710",26165,"English Breakfast Tea, per pot",NA,37,38,1882,1941,0.1,0.25
"20717",26172,"Boeuf braise a la Mode",NA,5,5,1900,1966,0,0.75
"20730",26185,"Spring Lamb with Mint Sauce",NA,6,6,1898,1901,0.2,0.2
"20754",26214,"Assorted Pickles",NA,11,11,1881,1940,0.05,0.2
"20770",26234,"CHICKEN SALAD, MAYONNAISE",NA,25,25,1899,1957,0.25,1.75
"20775",26239,"Mock Turtle Aux Quenelles",NA,6,6,1900,1905,0.15,0.4
"20790",26265,"Shredded Wheat Biscuits, Cream",NA,3,3,1900,1900,0.3,0.3
"20800",26281,"English Plum Pudding, Hard and Wine Sauce",NA,6,6,1900,1900,0.05,0.05
"20804",26286,"Beef Steak with Onions",NA,8,8,1892,1907,0,0
"20846",26361,"Special Coffee",NA,95,96,1,1965,0,25
"20857",26378,"Cream per glass",NA,13,13,1900,1937,0,0.3
"20869",26397,"Vartray Sarsaparilla",NA,5,5,1901,1901,0,0
"20870",26399,"Crystal Syphons",NA,4,4,1901,1901,0.2,0.2
"20893",26426,"Chicken consomme in cup",NA,11,13,1892,1921,0.25,0.45
"20895",26428,"Fancy Mixed Cake",NA,6,5,1900,1900,0.25,0.25
"20911",26445,"Vanilla Wafers",NA,21,21,1896,1913,0.15,0.15
"20912",26446,"Coffee Cakes",NA,11,13,1900,1965,0.05,0.05
"20927",26464,"Wheat Cakes, Maple Syrup",NA,19,22,1900,1927,0.1,10
"20953",26501,"Old Rye Whiskey",NA,13,13,1873,1901,0.2,2.5
"20956",26504,"Old Bourbon Whiskey",NA,10,10,1866,1901,0.2,2.5
"20957",26505,"Old Irish Whiskey",NA,6,6,1856,1900,0.15,2
"20960",26508,"Old Scotch Whiskey",NA,4,4,1882,1900,0.15,2
"20962",26510,"TORTONI ICE CREAM",NA,14,14,1891,1965,0.1,0.5
"20974",26523,"Budweiser Beer",NA,86,88,1883,1966,0,0.75
"20979",26530,"Fine Old Brandy",NA,5,5,1900,1914,0.15,0.3
"20981",26532,"Boiled egg",NA,13,13,1900,1967,0,0
"20982",26533,"Fried egg",NA,27,28,1900,1967,0,0.65
"20983",26534,"Shirred egg",NA,4,4,1900,1957,0.15,0.25
"20994",26547,"Lobster a la Maryland ",NA,7,7,1899,1900,0,0
"20995",26550,"Chocolate per cup",NA,9,9,1900,1933,0.1,0.15
"21041",26606,"Carciofini",NA,198,226,1900,1955,0.3,35
"21046",26612,"Roast Long Island Duckling, Apple Sauce",NA,31,32,1900,1969,0.5,3.25
"21090",26658,"Tenderloin of Beef",NA,22,22,1894,1959,0.5,1
"21112",26684,"Salmon, Mayonnaise",NA,11,12,1901,1946,0.45,0.8
"21118",26690,"Eggs, Meyerbeer",NA,14,14,1899,1937,0,0.6
"21126",26701,"Lamb steak",NA,10,10,1900,1945,0.4,2
"21138",26721,"Broiled sweetbread",NA,17,17,1896,1943,0.6,2
"21140",26723,"Cup chicken broth with rice",NA,2,2,1901,1901,0.35,0.35
"21149",26734,"Celery Relish",NA,13,13,1894,1918,0.25,30
"21154",26739,"Assorted meat",NA,51,51,1900,1918,0.4,1.5
"21158",26743,"Potatoes Creamed",NA,2,2,1900,1900,0.05,0.05
"21166",26752,"Cup bouillon",NA,4,4,1901,1901,0.25,0.25
"21173",26760,"Sweet peppers saute",NA,8,8,1900,1912,0.3,0.5
"21191",26788,"Stuffed chicken, giblet sauce",NA,5,5,1900,1901,0,0
"21215",26833,"Digby Herrings",NA,11,11,1881,1907,0.3,0.3
"21235",26856,"Apple Fritters, Brandy Sauce",NA,6,6,1898,1901,0.35,0.4
"21238",26860,"Beets in Butter",NA,81,116,1900,1958,0,40
"21239",26861,"Maryland Hominy",NA,3,3,1900,1900,0.15,0.15
"21247",26871,"Broiled Half Spring Chicken",NA,28,30,1900,1970,0.5,3
"21264",26891,"Eclairs assorted",NA,8,8,1896,1914,0.1,0.25
"21265",26892,"Tripe a la Lyonnaise",NA,16,16,1892,1910,0.2,0.7
"21270",26901,"Manhattan Dry Champagne No. 510",NA,2,2,1900,1900,0,0
"21271",26902,"Manhattan Special Sec Champagne No. 511",NA,2,2,1900,1900,1.25,2.5
"21279",26911,"Lobster croquettes, sauce anchois",NA,2,2,1901,1901,0,0
"21280",26912,"Lobster, broiled, deviled, half",NA,3,3,1901,1901,0.5,0.6
"21284",26920,"Lobster, half, (cold)",NA,1,1,1901,1901,0.5,0.5
"21287",26925,"Lobster, half (cold), Tartar sauce",NA,1,1,1901,1901,0,0
"21288",26927,"Lobster, stuffed, Deviled",NA,1,1,1901,1901,0.6,0.6
"21291",26930,"Crab meat au gratin",NA,43,44,1901,1985,0.6,4.5
"21294",26933,"Crab meat a la Dewey",NA,4,4,1901,1943,0,0
"21298",26937,"Stuffed crab, Royale, (cold)",NA,2,2,1901,1901,0,0
"21300",26939,"Crab meat au gratin in shell",NA,1,1,1901,1901,0.75,0.75
